percentage,n_points,sample_path,bottleneck_h0,bottleneck_h1,wasserstein_h0,wasserstein_h1,normalized_bottleneck_h0,normalized_bottleneck_h1,normalized_wasserstein_h0,normalized_wasserstein_h1
1,4,states/AZ/samples/fps__pct01.csv,2.773629388800079,1.9290603803767872,8.836324751991866,2.2649932510816564,10.12089144866504,18.506688085638398,3.1158050306976084,2.926170706842468
2,9,states/AZ/samples/fps__pct02.csv,0.6761696318919277,0.10242571923308985,4.316820489683982,0.6361648564079996,2.4673229498129134,0.9826342695523733,1.5221680252690928,0.8218686597210627
3,13,states/AZ/samples/fps__pct03.csv,0.4140064099183664,0.2940548215517675,3.587731563085908,0.9045501838036207,1.5106971215242369,2.8210526315789473,1.2650816223719927,1.1685987361998114
4,17,states/AZ/samples/fps__pct04.csv,0.274049909819547,0.1043795018962978,2.8949993260931373,0.6883269314835248,1.0,1.0013781340280177,1.0208150693051268,0.8892574415733829
5,21,states/AZ/samples/fps__pct05.csv,0.274049909819547,0.10423585092320116,2.835968446335511,0.7740468612392521,1.0,1.0,1.0,1.0
6,26,states/AZ/samples/fps__pct06.csv,0.14109907635173397,0.10421803698681772,2.1133474849702383,0.554647643157648,0.5148663484131162,0.9998290997173653,0.7451942872287576,0.7165556388532536
7,30,states/AZ/samples/fps__pct07.csv,0.13032815449282298,0.12441533097651107,1.710100108134252,0.49382406360407294,0.47556357372509206,1.1935944291199554,0.6030039263462021,0.6379769602236467
8,34,states/AZ/samples/fps__pct08.csv,0.09101428970779787,0.10260225346764223,1.426199491136385,0.4708342044039169,0.33210844611380397,0.9843278733651579,0.5028968121909977,0.6082760979743648
9,39,states/AZ/samples/fps__pct09.csv,0.06947244598997587,0.0674589619255758,1.1004684040322659,0.39758314981502724,0.2535028967377556,0.647176200204651,0.3880397207713059,0.5136422220981492
10,43,states/AZ/samples/fps__pct10.csv,0.06354843896757484,0.0674589619255758,0.9096552855151361,0.3238893947453149,0.2318863706593424,0.647176200204651,0.3207564903236299,0.41843641640348067
11,47,states/AZ/samples/fps__pct11.csv,0.06354843896757484,0.045645884416706986,0.8268454337546356,0.2533109640921841,0.2318863706593424,0.4379096444498538,0.29155664084452054,0.32725533398150114
12,51,states/AZ/samples/fps__pct12.csv,0.0522389710157183,0.016359808131651617,0.6781719189846396,0.1767065507507434,0.19061845723691703,0.15694991681609802,0.23913239227359442,0.22828921554934736
13,56,states/AZ/samples/fps__pct13.csv,0.0522389710157183,0.016359808131651617,0.5911733549280104,0.17348753192025135,0.19061845723691703,0.15694991681609802,0.2084555474134042,0.22413052827641095
